Category,Subcategory,ASIN,Item Description,Qty,Unit Retail,Ext. Retail,Product Class,GL Description,Seller Category,EAN,LPN,UPC,Brand,Condition,Pallet ID,Lot ID
BUILDING_AND_HARDWARE,Home Improvement,B0CTK8W7NG,"Doppy 4"" Deep Well Submersible Pump, 1HP/220V/60Hz,207 Ft Head/33gpm,with 49 ft Electric Cord Stainless Steel Water Pump,With 1.25"" NPT Connector, for Irrigation,Farms,Industrial,Home",1,159.89,159.89,Home Improvement,Home Improvement,Home Improvement,,LPNNA65MFM5KW,,Doppy,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69519,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0DDKK11HZ,"Wrlmfy Brass Gold Semi Flush Mount Ceiling Fixture Large Hammered Glass Shade Modern Close to Ceiling Light 14"" Art Lampshade for Hallway Foyer Bedroom (Amber Glass Shade, 14 Inches)",1,159.25,159.25,Home Improvement,Home Improvement,Home Improvement,0757597217181,LPNNA6QXJVQDY,757597217181,Wrlmfy,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69648,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Chandeliers,B0BQTTGYKQ,diisunbihuo Modern LED Chandeliers Crystal Chandeliers Ceiling Light Three Rings Pendant Light with Acrylic for Bedroom Dinning Room Hallway(Cool White 30/40/50),1,157.94,157.94,Home Improvement,Home Improvement,Lighting & Fans,,LPNNA6F68RHBZ,,diisunbihuo,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69856,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0G4QYVMPP,"18 inch Baseboard Register Vent,10PK Baseboard Vent Cover 18 Inch Duct Opening White Baseboard Diffusers Heater Vent for Floor Wall with Adjustable Airflow Control-18""Wide x 4.5""Tall x 2.75""Deep",1,155.99,155.99,Home Improvement,Home Improvement,Home Improvement,,LPNNA64MB9S6T,,EXCELFU,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69372,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0BP7R15G6,Aiwen LED Vanity Light Fixture 9W 22.04 inch Bath Vanity Lights with PC Lamp Shade Retro Artwork Picture Lighs Wall Sconces for Dressing Bathroom Lighting 3 Color Temperature,1,155.99,155.99,Home Improvement,Home Improvement,Home Improvement,9489458695760,LPNNA6CTQH8QQ,,Aiwen,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69661,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0DMF61PQM,"JAYMP Dining Room Modern Pendant Lighting Dimmable LED Disk Light Adjustable Height Kitchen Island Hanging Light Fixture (White, Dia 19.7 inch)",1,176.79,176.79,Home Improvement,Home Improvement,Home Improvement,,LPNNA6GJM2Y14,,JAYMP,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69742,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Resilient Flooring,B0D1KJ67DV,"Gigrwiin 2ft x 4ft Printed Pro Ceiling Tiles - PVC Ceiling Panel 24 x 48in – Waterproof, Washable and Fire-Rated - High-Grade PVC to Prevent Breakage-Cover 80 Sq. Ft-Package of 10 Tiles",1,174.25,174.25,Home Improvement,Home Improvement,Flooring,0764938941063,LPNNA6JWBSPP7,764938941063,Gigrwiin,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69131,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Water Purification,B0787ML9YC,Geekpure 5-Stage Reverse Osmosis Drinking RO Water Filter System-75GPD,1,172.89,172.89,Home Improvement,Home Improvement,Rough Plumbing,0680577668911,LPNNA6MKT23PB,680577668911,Geekpure,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69856,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Bar & Beverage Supplies,B0GGH49QP1,"AYURA Retractable Garden Hose Reel 100 ft x 1/2 inch with Pro Metal Shaft, Heavy Duty Automatic Garden Hose Reels with Kink-Free Rewind and Lock at Any Length, Wall Mount Water Hose Reel for Outside",1,172.87,172.87,Home Improvement,Home Improvement,Food Service,,LPNNA6KPS76TT,,AYURA,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69532,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0CFVHDMND,"EaseLife 100"" Bifold Sliding Barn Door Hardware Track Kit for 4 Closet Door,Top Mount Roller,Slide Smoothly Quietly,Easy Install,Black,Fit for Four 24"" Wide Bi-Folding Door (Hardware Only)",1,168.99,168.99,Home Improvement,Home Improvement,Home Improvement,,LPNNA6FHH82ZN,,EaseLife,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69302,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0DBH1QFR4,"Matven Modern Ceiling Chandelier Light, Acrylic Anti Flicker Pendant Lamp with Remote Control Dimmable 3 Color Mode & Brightness for Kitchen Bar",1,168.99,168.99,Home Improvement,Home Improvement,Home Improvement,,LPNNE4HKTWJ52,,Matven,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69745,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Tub and Shower Faucets and Accessories,B0FJL3C7CC,"ALGRTS Waterfall Freestanding Bathtub Faucet, Floor Mount Bathroom Tub Filler Shower Faucets with Handheld Sprayer, Matte Black",1,168.99,168.99,Home Improvement,Home Improvement,Plumbing Fixtures,,LPNNA6FL7T5Z9,,ALGRTS,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68867,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0DQV32DHB,"Arturesthome 1 Light Boho Woven Rattan Pendant Lighting for Kitchen,Coastal Beach Pendant Lampshade Rattan Chandelier for Living Room Bedroom Stairway W19.65″* H9.82″",1,167.95,167.95,Home Improvement,Home Improvement,Home Improvement,,LPNNA6LM13CDX,,Arturesthome,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69648,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Interior Lights,B0FG8ZSCHY,Pandaluna Bubble Chandelier Bubble Ceiling Light 17in Semi Flush Mount Chandelier Blown Glass Mid Century Close to Ceiling Light Fixture for Bedroom Hallway Entryway Kitchen Foryer Dining Room 1 Pack,1,166.13,166.13,Home Improvement,Home Improvement,Lighting & Fans,,LPNNA663M699F,,Pandaluna,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69644,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,BISS,B0DSSY4KZB,"NeatiEase 4 Pcs Garage Door Windows, Replacement Vinyl Windows Inserts Kit with UV Resistant Resin Glass for Exterior Garage Doors (Cross Design)",1,162.47,162.47,Home Improvement,BISS,BISS,,LPNNA6YNMY3GF,,NeatiEase,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69644,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Miscellaneous,B0CRGTRT5V,"DSMJFU Black Farmhouse Rectangular Chandelier for Dining Room, 5-Light Linear Pendant Lighting, Rectangular Kitchen Island Light Fixture Over Table, Adjustable Height Chandelier Hanging Light",1,160.54,160.54,Home Improvement,Home Improvement,Electrical & Heating,,LPNNA6NNJTPP1,,DSMJFU DSMJFU,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69519,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Doors,B0CYT5PGJ9,"EaseLife 8FT/96in Bypass Double Sliding Pocket Door Hardware Kit,Commercial Grade,Aluminum,Bypassing Closet Door Track for 2 Door System,Slide Smoothly Quietly,Easy Install,No Doors",1,157.27,157.27,Home Improvement,Home Improvement,Building Materials & Ladders,,LPNNA6NYQCN7K,,EaseLife,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68867,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,"Door, Gate & Window Hardware",B07D8VNS58,"EaseLife 8 FT Brushed Nickel Double Sliding Barn Door Hardware Track Kit,Basic J Pulley,Heavy Duty,Slide Smoothly Quietly,Easy Install (8FT Track Kit for Double 24"" Wide Door)",1,155.99,155.99,Home Improvement,Home Improvement,Hardware,0711176258224,LPNNA6V8HJGY4,711176258224,EaseLife,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69302,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,Mobility Aids & Equipment,B0FBL1SMH3,"Cosydora Rollator Walkers for Seniors with Seat, 13.6 Lbs Ultra Lightweight Foldable Rolling Walker, 350Lbs Heavy Duty Aluminum, 8"" All Terrain Wheels, Dual Adjustable Height, Shimmer Green",1,176.79,176.79,Home Improvement,BISS,Professional Medical,0792105045177,LPNNK53943PW2,792105045177,cosydora,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69856,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Ceiling Fans & Ventilation,B0FQJWKS48,"Kaunisva 20'' Flush Mount Caged Ceiling Fans with Lights, Boho Low Profile Ceiling Fan with Light and Remote, 6 Speeds, Bladeless Ceiling Fans with Lights for Bedroom, Kitchen, Dining Room (Silver)",1,173.55,173.55,Home Improvement,Home Improvement,Lighting & Fans,,LPNNA6MZ8WQ8S,,Kaunisva,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69399,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0F6KNXCRL,"Yanokooe Tiffany Ceiling Fans with Lights - 48"" Ceiling Fan Chandelier with 5 Dual-Blades and Glass Shade, 6 Speeds and Reversible, Indoor and Outdoor, Retro Style",1,171.59,171.59,Home Improvement,Home Improvement,Home Improvement,,LPNNA62SGK46Z,,Yanokooe,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68867,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0F6YP65Z7,"Orion Motor Tech Adjustable Trailer Hitch, Heavy Duty 2.5 inch Receiver Hitch, 6"" Drop Hitch with 2"" & 2-5/16"" Balls, 360° Dual-Ball Mount with 18500lb Towing Capacity for Class IV & V, Blue",1,170.33,170.33,Home Improvement,Home Improvement,Home Improvement,,LPNNA6Z52NFGH,,Orion Motor Tech,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68867,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0F31VGDNR,3-Lights Globe Glass Pendant Light Modern White Globe Glass Chandelier Mid Century Chandelier Black Hanging Fixture for Kitchen Island Foyer Hallway Dining Room,1,169.00,169.00,Home Improvement,Home Improvement,Home Improvement,,LPNNA6RG7LN4R,,Shial Lighting,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69745,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,Dining Room Supplies,B0FRMRWZZ5,"Canlierr 12 Sets 196 Pcs Baby Shower Table Centerpieces Decoration Baby Shower Table Decor with Bear Stuffed Vase Dried Pampas for Boho Wedding Gender Reveal Party Decoration (Glass,Boho)",1,168.99,168.99,Home Improvement,BISS,Food Service,,LPNNA65NHQ6CN,,Canlierr,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69724,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,Commercial Kitchen Equipment & Fixtures,B0DWX2YTNX,"DKFNCL 4- Tier Mini Fridge Stand Shelf with Power Outlet, Double-Purpose Rack, Mini Fridge & Microwave Oven Stand Table, Bar Cabinet, Free Standing Shelf for Office, Kitchen, Home.",1,168.99,168.99,Home Improvement,BISS,Food Service,,LPNNA6SYT3MDX,,DKFNCL,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69685,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0BLJGZ8CQ,"ROVOGO LED Shower Panel Tower System 46.5"", 5-Function Shower Column with Rainfall Waterfall Shower Head, 4 Body Jets, Handheld and Tub Spout, Stainless Steel Brushed",1,168.99,168.99,Home Improvement,Home Improvement,Home Improvement,,LPNNA6ZG3G6P9,,ROVOGO,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68867,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,Thermometers,B0DB1SK4W8,"4FT Portable Wheelchair Ramp, Non-Slip Aluminum Folding Handicap Ramp, 800 LBS Capacity Door Threshold Ramps for Home Steps, Scooter Ramps for Car, Doorways, Curbs, Stairs, Cart, Wheel Chair Ramp Step",1,168.99,168.99,Home Improvement,BISS,Professional Medical,,LPNNA6G51YQ42,,THDUGG,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69849,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,Motors & Accessories,B0G5267HHH,"1/2"" Steel Cable Kit, PIUM 75Ft 7x19 Strand Aircraft Cable with Loops, Heavy Duty Wire Rope 23000lbs Breaking Strength with Clamps and Thimbles for Zipline, Boat Lift, Outdoor Use",1,168.99,168.99,Home Improvement,BISS,Power Transmission,,LPNNA6CFTW2R6,,PIUM,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69849,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,BISS,B0D3DGRR7K,"Purewell 3-Stage 0.01μm Ultra-Filtration Gravity Water Filter System, NSF/ANSI 42&372 Certification, 304 Stainless Steel Countertop System with 2 Filters and Stand, Reduce 99% Chlorine, 2.25G, PW-OB",1,167.70,167.70,Home Improvement,BISS,BISS,,LPNNA66MF374G,,Purewell,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69131,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Lamps,B0G8179SM2,"QXYBVD 3 Color LED Butterfly Lights, 2 Pack Wedding Butterfly led Lights, 23.6"" Wedding Butterfly LED Floor Lamp, Mariposas Grandes para Decoracion for Wedding, Birthdays, Party Decoration",1,165.09,165.09,Home Improvement,Home Improvement,Lighting & Fans,1091500796059,LPNNA6CKYZ8WB,,QXYBVD,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68868,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Cabinet Hardware,B08LFYMDBS,LONTAN 10 Pairs Soft Close Drawer Slides 24 Inch Side Mount Heavy Duty Cabinet Drawer Glides - Ball Bearing Full Extension Kitchen Cabinet Rails 100 LB Capacity,1,163.79,163.79,Home Improvement,Home Improvement,Hardware,,LPNNA62KV68TC,,LONTAN,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69638,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0FJLH21XF,Carbon Fiber Extension Pole 4.7-30FT Telescoping Paint Roller Extendable Pole Lightweight Sturdy Extension Poles with Universal Threaded Head Multi-Use Pole,1,159.89,159.89,Home Improvement,Home Improvement,Home Improvement,,LPNNA6DG5KD4G,,DOBEN,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69685,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,Industrial Hose,B0DKXCK2DD,"3"" x 100ft PVC Lay Flat Water Pump Discharge Hose With Aluminum Pin Lug Fittings, Heavy Duty Reinforced Pool Backwash Hose Assembly",1,158.02,158.02,Home Improvement,BISS,Fluid Transfer,0768795974158,LPNNA6PSL2WQY,768795974158,Geowaky,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69849,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Tub and Shower Faucets and Accessories,B0CP1Q52HD,"Neodrain Shower Niche, 18""X12"" Matte Black Wall Niche Waterproof, Stainless Steel Wall Cabinet with 3000K LED Light, NO Tile Needed Recessed Niches for Bathroom Over Mount Installation in wall",1,157.37,157.37,Home Improvement,Home Improvement,Plumbing Fixtures,,LPNNA6VNLW3M6,,Neodrain,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68868,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0FHQFVS8Y,"HolyHeal Drop Arm Bedside Commode, Commode Toilet with Padded Seat and Backrest, 300lbs Capacity, 6.3QT Removable Bucket and Splash Guard, Adjustable Height Portable Toilet for Adults, Blue",1,155.99,155.99,Home Improvement,Home Improvement,Home Improvement,0199284287914,LPNNA65TT6Z84,199284287914,HOLYHEAL,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69172,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Bath Ventilation Fans,B0FG2W84PD,"Fantspati 4 in 1 Bathroom Exhaust Fan with Heater and Light, 2800W Heater, 211CFM, 5-Color Mood Lighting, Low Noise, with Wall Control for Bathroom and Toilet",1,155.99,155.99,Home Improvement,Home Improvement,Rough Plumbing,,LPNNA6WPX84NB,,Fantspati,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69172,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Ceiling Fans & Ventilation,B0FKGM7XYP,"Boho Fandelier Ceiling Fan with Light Gold Caged Ceiling Fans with Lights and Remote Rattan Chandelier Fan for Bedroom,Nursery,Foyer,Kitchen,Living Room (6 Speeds Timing Adjustment Height Enclosed)",1,155.99,155.99,Home Improvement,Home Improvement,Lighting & Fans,,LPNNA6653XN67,,WONGU,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69729,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,Bedroom Aids & Accessories,B0FVMQBV3Q,"AquaVogue 3-Pack King Size Bed Rails for Toddlers -Height Adjustable Baby Bed Rail Guard Specially Designed for King Size Bed (78.7""x78.7""x74.8""-Grey)",1,155.99,155.99,Home Improvement,BISS,Professional Medical,,LPNNA6QMDTGMX,,AquaVogue,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68868,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Bath Ventilation Fans,B0FQV655WN,"BSEED Bathroom Exhaust Fan with Bluetooth Speaker & Heater, 1800W Dual-Heat, 230 CFM, 3CCT+5-Color RGB Light, Negative Ion, Wall Control",1,155.99,155.99,Home Improvement,Home Improvement,Rough Plumbing,,LPNNA6HDQ1QH6,,BSEED,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68867,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Resilient Flooring,B0BG417GBT,"Art3d 10-Pack Smooth Drop Ceiling Tile 2ft x 4ft - Fire-Rated, Waterproof, Reusable - Premium PVC, No Sag and Breakage - Cover 80 Sq. Ft, White",1,155.97,155.97,Home Improvement,Home Improvement,Flooring,6941197816248,LPNNA62W47YJX,,Art3d,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69372,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Air Conditioners,B0CRVKV2NW,"Cestluck Mini-Split AC Line Set Cover: 5"" 26.5 Ft Minisplit Lineset Cover Kit, Line Hide for Mini Split Central AC HVAC Heating System, Waterproof PVC Outdoor Decorative for Mini Spilt Heat Pumps",1,155.97,155.97,Home Improvement,Home Improvement,Electrical & Heating,,LPNNA6BNJ5XM3,,Cestluck,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69739,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Resilient Flooring,B0BG417GBT,"Art3d 10-Pack Smooth Drop Ceiling Tile 2ft x 4ft - Fire-Rated, Waterproof, Reusable - Premium PVC, No Sag and Breakage - Cover 80 Sq. Ft, White",1,155.97,155.97,Home Improvement,Home Improvement,Flooring,6941197816248,LPNNA6595XZRZ,,Art3d,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69669,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0F8VJF7JT,"Neatfi (New Model) 3,000 Lumens LED Desk Lamp, Dimmable, 360 SMD LEDs, 30W, CRI 95, Adjustable Light Modes, Task Lamp for Home Office, Study, Workstation (CCT with Clamp, Black, 44 Inches)",1,155.94,155.94,Home Improvement,Home Improvement,Home Improvement,5060890337018,LPNNA6HFZ6CGT,,Neatfi,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69742,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Ceiling Fans & Ventilation,B0FR7NY3WZ,"Mosanfan Ceiling Fans with Lights and Remote, 52'' Outdoor Ceiling Fan with 6 Speed Noiseless Reversible DC Motor, Indoor 3 Blade Wood Ceiling Fan for Farmhouse Bedroom Living Room Gazebo Walnut",1,153.78,153.78,Home Improvement,Home Improvement,Lighting & Fans,,LPNNA63NJJMH3,,Mosanfan,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68861,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Windows,B0G4C5PD5N,"DoubleFill 4 Pcs Bamboo Shades Outdoor Reed Roll Up Blinds 48"" W x 72"" H Blackout Sunshade Cordless Bamboo Blinds for Home Porch, Patio & Windows Decor Shutters Sunlight Privacy Screen(Carbon Brown)",1,153.39,153.39,Home Improvement,Home Improvement,Building Materials & Ladders,,LPNNK5NR35J1G,,DoubleFill,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69302,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,Bedroom Aids & Accessories,B0CJ8Z82NH,"ComfyBumpy 2-Pack Bed Rail for Toddlers 55.5"" L x 19.5"" H | Toddler Bed Rails for Twin, Full, Queen & King Mattress Size | Swing Down Rail Guard | Mattress Side Rail for Kids | Gray",1,150.79,150.79,Home Improvement,BISS,Professional Medical,0850031979253,LPNNA6ZNQH2Q3,850031979253,ComfyBumpy,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69519,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,BISS,B09CTQ2F7L,"HXCFYP NSF Certified Stainless Steel Prep Table 24x18 with Undershelf for Restaurant, Home, & Hotel - Heavy Duty Commercial Grade Worktable for Food Preparation & Christmas Cooking",1,149.49,149.49,Home Improvement,BISS,BISS,0783647333495,LPNNA6R3NDLK7,783647333495,HXCFYP,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69745,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Interior Lights,B0G2S3GZXX,YongMing CL Gold Sputnik Chandelier 3 Light Milk Glass Globe Hanging Light Modern Pendant Light Fixture for High Ceiling Kitchen Bedroom Dining Living Room,1,143.09,143.09,Home Improvement,Home Improvement,Lighting & Fans,,LPNNA6XYPVRG8,,YongMing CL,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69532,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B09GZ8SDXR,"Homebelife 5-Light Farmhouse Chandelier Lighting Fixture, Linear Pendant Light for Kitchen Island, Dining & Living Room, Matte Black Finished",1,142.99,142.99,Home Improvement,Home Improvement,Home Improvement,0738192597854,LPNNA6KNQDWXM,738192597854,Homebelife,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69644,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Flooring Supplies,B09QPBTFMC,"Art3d Drop Ceiling Tiles, 24x48in. White (12-Pack), Polyvinyl Chloride (PVC), Glue Down",1,142.99,142.99,Home Improvement,Home Improvement,Flooring,,LPNNA674F1CB7,,Art3d,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69742,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,BISS,B0CZ768ZKM,"8-Stage Gravity Water Filtration System 3.0 Gallon-304 Stainless Steel Countertop System with 4 Filters and StandReduce 99.9% Chlorine, NSF/ANS 42 Certifcation",1,142.99,142.99,Home Improvement,BISS,BISS,0701845469235,LPNNA6F7MX84L,701845469235,IceJoy,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69856,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Lamps,B08HGP59P6,"Neatfi Elite HD XL Desk Lamp – 1,600 Lumens, 22” Wide Head, 6500K Daylight | Non-Polar Dimming, Adjustable | Office, Study & Home Workspace (Non-CCT with Clamp, Black, 22 Inches)",1,142.40,142.40,Home Improvement,Home Improvement,Lighting & Fans,,LPNNA68SKJ3R8,,Neatfi,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69739,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0CJR5TWZB,"Untrammelife Glass Gold Pendant Light 1-Light 9"" Globe Ceiling Lighting Modern Hanging Light Fixture with Hammered Glass Gold Chandelier Adjustable Chain Brushed Brass Finished",1,137.79,137.79,Home Improvement,Home Improvement,Home Improvement,,LPNNA6JZY76HN,,Untrammelife,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69669,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,BISS,B0GBRN5HPH,"Sidasu 60 Pack 32 Inch Black Metal Deck Balusters for Deck Baluster Replacement, Rectangular Spindles for Porch Railing and Stair Railing, Side Mount Kit with Hardware",1,135.84,135.84,Home Improvement,BISS,BISS,,LPNNA6KG3WRYT,,Sidasu,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68861,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Chandeliers,B0F9Y8GQ29,MERINEA L51” Black Sputnik Chandelier Modern 4 Lights Dining Room Light Fixture Mid Century Smoke Glass Globe Ceiling Pendant Lighting Contemporary for Kitchen Island Bar Bedroom Home Office,1,133.60,133.60,Home Improvement,Home Improvement,Lighting & Fans,,LPNNA6H7M33NJ,,MERINEA,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69742,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0CJFRJWLV,"LEDIARY 22in Enclosed Ceiling Fans with Lighst and Remote, Black Modern Bladeless Ceiling Fan with Bright Light, Led Flush Mount Ceiling Fan for Bedroom, Living Room, Kid Room(6 Speeds, 3000-6000K)",1,132.59,132.59,Home Improvement,Home Improvement,Home Improvement,,LPNNA6HSJ9GGL,,LEDIARY,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-68861,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0BQ6SLQRL,"AIJIASI Gold Bathroom Wall Sconces Set of 2: 18 Inch Modern Sconces Wall Lighting 18W LED Dimmable Wall Light with Acrylic Lampshade, Brushed Gold Sconces for Bedroom Living Room Hallway (Hardwired)",1,132.56,132.56,Home Improvement,Home Improvement,Home Improvement,,LPNNA62RDBN1T,,AIJIASI,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69729,AMZ_3PL_20260409_025
MIXED_BUILDING_AND_INDUSTRIAL,Plastics,B0CJT4VHQY,"Art3d WPC Wainscoting Panels, 16-Pack 48 x 6 Inch 3D Wall Accents for Interior Wall Decor, Living Room, Bedroom, Teak",1,129.99,129.99,Home Improvement,BISS,Raw Materials,6941197835232,LPNNA6NJMMY2S,,Art3d,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69519,AMZ_3PL_20260409_025
BUILDING_AND_HARDWARE,Home Improvement,B0DHTMN4GF,"HillhutApex 4 Step Foldable Aluminum Step Ladder with Handgrip, Anti-Slip Pedal, 330 lbs Capacity, Lightweight & Portable for Home, Kitchen, Office, Garage (White)",1,129.99,129.99,Home Improvement,Home Improvement,Home Improvement,0759242127401,LPNNA6PL6772F,759242127401,HillhutApex,USED_GOOD,LIQ:3PL:PALLET:LNRM:PAL-69519,AMZ_3PL_20260409_025
