table_name,ordinal_position,column_name,data_type,is_nullable,column_default
inventory_vendor,5,contact_name,character varying,NO,
inventory_vendor,6,contact_email,character varying,NO,
inventory_vendor,7,contact_phone,character varying,NO,
inventory_vendor,8,address,text,NO,
inventory_vendor,9,notes,text,NO,
inventory_vendor,10,is_active,boolean,NO,
inventory_vendor,11,created_at,timestamp with time zone,NO,
inventory_vendorproductref,1,id,bigint,NO,
inventory_vendorproductref,2,vendor_item_number,character varying,NO,
inventory_vendorproductref,3,vendor_description,character varying,NO,
inventory_vendorproductref,4,last_unit_cost,numeric,YES,
inventory_vendorproductref,5,times_seen,integer,NO,
inventory_vendorproductref,6,last_seen_date,date,NO,
inventory_vendorproductref,7,created_at,timestamp with time zone,NO,
inventory_vendorproductref,8,updated_at,timestamp with time zone,NO,
inventory_vendorproductref,9,product_id,bigint,NO,
inventory_vendorproductref,10,vendor_id,bigint,NO,
pos_banktransaction,1,id,bigint,NO,
pos_banktransaction,2,transaction_type,character varying,NO,
pos_banktransaction,3,amount,jsonb,NO,
pos_banktransaction,4,total,numeric,NO,
pos_banktransaction,5,status,character varying,NO,
pos_banktransaction,6,created_at,timestamp with time zone,NO,
pos_banktransaction,7,completed_at,timestamp with time zone,YES,
pos_banktransaction,8,notes,text,NO,
pos_banktransaction,9,location_id,bigint,NO,
pos_banktransaction,10,performed_by_id,bigint,NO,
pos_cart,1,id,bigint,NO,
pos_cart,2,status,character varying,NO,
pos_cart,3,subtotal,numeric,NO,
pos_cart,4,tax_rate,numeric,NO,
pos_cart,5,tax_amount,numeric,NO,
pos_cart,6,total,numeric,NO,
pos_cart,7,payment_method,character varying,NO,
pos_cart,8,cash_tendered,numeric,YES,
pos_cart,9,change_given,numeric,YES,
pos_cart,10,card_amount,numeric,YES,
pos_cart,11,completed_at,timestamp with time zone,YES,
pos_cart,12,created_at,timestamp with time zone,NO,
pos_cart,13,cashier_id,bigint,NO,
pos_cart,14,customer_id,bigint,YES,
pos_cart,15,drawer_id,bigint,NO,
pos_cartline,1,id,bigint,NO,
pos_cartline,2,description,character varying,NO,
pos_cartline,3,quantity,integer,NO,
pos_cartline,4,unit_price,numeric,NO,
pos_cartline,5,line_total,numeric,NO,
pos_cartline,6,created_at,timestamp with time zone,NO,
pos_cartline,7,cart_id,bigint,NO,
pos_cartline,8,item_id,bigint,YES,
pos_cartline,9,resale_source_sku,character varying,NO,
pos_cartline,10,resale_source_item_id,integer,YES,
pos_cashdrop,1,id,bigint,NO,
pos_cashdrop,2,amount,jsonb,NO,
pos_cashdrop,3,total,numeric,NO,
pos_cashdrop,4,dropped_at,timestamp with time zone,NO,
pos_cashdrop,5,notes,text,NO,
pos_cashdrop,6,dropped_by_id,bigint,NO,
pos_cashdrop,7,drawer_id,bigint,NO,
pos_drawer,1,id,bigint,NO,
pos_drawer,2,date,date,NO,
pos_drawer,3,status,character varying,NO,
pos_drawer,4,opened_at,timestamp with time zone,NO,
pos_drawer,5,opening_count,jsonb,NO,
pos_drawer,6,opening_total,numeric,NO,
pos_drawer,7,closed_at,timestamp with time zone,YES,
pos_drawer,8,closing_count,jsonb,YES,
pos_drawer,9,closing_total,numeric,YES,
pos_drawer,10,cash_sales_total,numeric,NO,
pos_drawer,11,expected_cash,numeric,YES,
pos_drawer,12,variance,numeric,YES,
pos_drawer,13,closed_by_id,bigint,YES,
pos_drawer,14,current_cashier_id,bigint,NO,
pos_drawer,15,opened_by_id,bigint,NO,
pos_drawer,16,register_id,bigint,NO,
pos_drawerhandoff,1,id,bigint,NO,
pos_drawerhandoff,2,counted_at,timestamp with time zone,NO,
pos_drawerhandoff,3,count,jsonb,NO,
pos_drawerhandoff,4,counted_total,numeric,NO,
pos_drawerhandoff,5,expected_total,numeric,NO,
pos_drawerhandoff,6,variance,numeric,NO,
pos_drawerhandoff,7,notes,text,NO,
pos_drawerhandoff,8,drawer_id,bigint,NO,
pos_drawerhandoff,9,incoming_cashier_id,bigint,NO,
pos_drawerhandoff,10,outgoing_cashier_id,bigint,NO,
pos_historicaltransaction,1,id,bigint,NO,
pos_historicaltransaction,2,source_db,character varying,NO,
pos_historicaltransaction,3,legacy_cart_id,character varying,NO,
pos_historicaltransaction,4,sale_date,date,NO,
pos_historicaltransaction,5,subtotal,numeric,NO,
pos_historicaltransaction,6,tax_amount,numeric,NO,
pos_historicaltransaction,7,total,numeric,NO,
pos_historicaltransaction,8,item_count,integer,NO,
pos_historicaltransaction,9,payment_method,character varying,NO,
pos_receipt,1,id,bigint,NO,
pos_receipt,2,receipt_number,character varying,NO,
pos_receipt,3,printed,boolean,NO,
pos_receipt,4,emailed,boolean,NO,
pos_receipt,5,created_at,timestamp with time zone,NO,
pos_receipt,6,cart_id,bigint,NO,
pos_register,1,id,bigint,NO,
pos_register,2,name,character varying,NO,
pos_register,3,code,character varying,NO,
pos_register,4,starting_cash,numeric,NO,
pos_register,5,starting_breakdown,jsonb,NO,
pos_register,6,is_active,boolean,NO,
pos_register,7,location_id,bigint,NO,
pos_revenuegoal,1,id,bigint,NO,
pos_revenuegoal,2,date,date,NO,
pos_revenuegoal,3,goal_amount,numeric,NO,
pos_revenuegoal,4,location_id,bigint,NO,
pos_supplementaldrawer,1,id,bigint,NO,
pos_supplementaldrawer,2,current_balance,jsonb,NO,
pos_supplementaldrawer,3,current_total,numeric,NO,
pos_supplementaldrawer,4,last_counted_at,timestamp with time zone,YES,
pos_supplementaldrawer,5,last_counted_by_id,bigint,YES,
pos_supplementaldrawer,6,location_id,bigint,NO,
pos_supplementaltransaction,1,id,bigint,NO,
pos_supplementaltransaction,2,transaction_type,character varying,NO,
pos_supplementaltransaction,3,amount,jsonb,NO,
pos_supplementaltransaction,4,total,numeric,NO,
pos_supplementaltransaction,5,performed_at,timestamp with time zone,NO,
pos_supplementaltransaction,6,notes,text,NO,
pos_supplementaltransaction,7,performed_by_id,bigint,NO,
pos_supplementaltransaction,8,related_drawer_id,bigint,YES,
pos_supplementaltransaction,9,supplemental_id,bigint,NO,
token_blacklist_blacklistedtoken,1,id,bigint,NO,
token_blacklist_blacklistedtoken,2,blacklisted_at,timestamp with time zone,NO,
token_blacklist_blacklistedtoken,3,token_id,bigint,NO,
token_blacklist_outstandingtoken,1,id,bigint,NO,
token_blacklist_outstandingtoken,2,token,text,NO,
token_blacklist_outstandingtoken,3,created_at,timestamp with time zone,YES,
token_blacklist_outstandingtoken,4,expires_at,timestamp with time zone,NO,
token_blacklist_outstandingtoken,5,user_id,bigint,YES,
token_blacklist_outstandingtoken,6,jti,character varying,NO,
