row_id,row_number,description,title,brand,model,category,condition,sku,upc,quantity,retail_value,notes,base_cost,ideal_price
2010,86,"Dash Electric Dual Citrus Juicer - White: Lemon & Fruit Juicer, Multiple Cone Heads, Auto-Reversing, Dishwasher-Safe Parts",,Dash,,MIXED_SMALL_APPLIANCES,NEW,,852079003884,1,19.99,SMALL APPLIANCES | JUICER | SMALL APPLIANCES & FLOOR CARE-01,5.91,11.82
2011,87,"Brita Elite Replacement Water Filter for Pitchers and Dispensers: Reduces Odors, Filters Benzene & Lead",,Brita,,MIXED_SMALL_APPLIANCES,USED_GOOD,,060258362435,1,19.99,SMALL APPLIANCES | PT FILTERS | SMALL APPLIANCES & FLOOR CARE-01,5.91,11.82
2012,88,"DeLonghi 12 fl oz Milk Frothing Pitcher - Stainless Steel: Best Metal Milk Jug & Steaming Frother, Dishwasher-Safe",,DeLonghi,,MIXED_SMALL_APPLIANCES,USED_GOOD,,8004399333765,1,19.99,SMALL APPLIANCES | ESPRESSO ACCESSOR | SMALL APPLIANCES & FLOOR CARE-01,5.91,11.82
2013,89,Chefman 2 Cup Rice Cooker,,Chefman,,MIXED_SMALL_APPLIANCES,NEW,,810170924620,1,19.99,SMALL APPLIANCES | RICE COOKER | SMALL APPLIANCES & FLOOR CARE-01,5.91,11.82
2014,90,Bodum Schiuma Milk Frother - Red,,Bodum,,MIXED_SMALL_APPLIANCES,NEW,,699965646837,2,9.99,SMALL APPLIANCES | FROTHER | SMALL APPLIANCES & FLOOR CARE-01,2.95,5.90
2015,91,Dash x Sweethearts Mini Waffle Maker Pink XOXO,,Dash,,MIXED_SMALL_APPLIANCES,USED_GOOD,,810137396361,2,9.99,SMALL APPLIANCES | WAFFLE MAKER | SMALL APPLIANCES & FLOOR CARE-01,2.95,5.90
2016,92,BISSELL Multi-Surface 34451 with Febreze Original Gain Formula Navy Blue,,BISSELL,,MIXED_SMALL_APPLIANCES,USED_GOOD,,011120267679,1,18.99,FLOORCARE | CLEANER/SHAMPOO | SMALL APPLIANCES & FLOOR CARE-01,5.62,11.24
2017,93,"PUR PLUS Water Pitcher Replacement Filter - 3pk - PPF951K3: Reduces Odors, Filters Chlorine & Mercury, Blue (Please be advised that sets may be missing pieces or otherwise incomplete.)",,PUR Filtration,,MIXED_SMALL_APPLIANCES,USED_GOOD,,328785011579,1,18.39,SMALL APPLIANCES | PT FILTERS | SMALL APPLIANCES & FLOOR CARE-01,5.44,10.88
2018,94,LifeStraw Home Activated Carbon + Ion Exchange Replacement Filter 1pk (Please be advised that sets may be missing pieces or otherwise incomplete.),,LifeStraw,,MIXED_SMALL_APPLIANCES,USED_GOOD,,7640144284558,1,16.99,SMALL APPLIANCES | PT FILTERS | SMALL APPLIANCES & FLOOR CARE-01,5.02,10.04
2019,95,Sharper Image Desktop Cordless Vacuum White,,Sharper Image,,MIXED_SMALL_APPLIANCES,USED_GOOD,,840397507238,1,15.99,FLOORCARE | HAND VACUUM | SMALL APPLIANCES & FLOOR CARE-01,4.73,9.46
2020,96,Disney Dash Buzz Lightyear Mini Waffle Maker,,Dash,,MIXED_SMALL_APPLIANCES,NEW,,810137397528,1,12.99,SMALL APPLIANCES | WAFFLE MAKER | SMALL APPLIANCES & FLOOR CARE-01,3.84,7.68
2021,97,BUNN 8-12 Cup Coffee Filters - 600ct (Please be advised that sets may be missing pieces or otherwise incomplete.),,BUNN,,MIXED_SMALL_APPLIANCES,USED_GOOD,,191908385853,1,12.50,SMALL APPLIANCES | COFFEE ACCESSORIES | SMALL APPLIANCES & FLOOR CARE-01,3.70,7.40
2022,98,Bodum Schiuma Milk Frother - White,,Bodum,,MIXED_SMALL_APPLIANCES,USED_GOOD,,699965181796,1,9.99,SMALL APPLIANCES | FROTHER | SMALL APPLIANCES & FLOOR CARE-01,2.95,5.90
2023,99,"Brita Advanced Replacement Water Filter for Pitchers: Reduces Odors, Filters Chlorine",,Brita,,MIXED_SMALL_APPLIANCES,NEW,,060258355017,1,7.99,SMALL APPLIANCES | PT FILTERS | SMALL APPLIANCES & FLOOR CARE-01,2.36,4.72
2024,100,SodaStream Classics 14.9 fl oz Diet Ginger Ale Drink Mix,,SodaStream,,MIXED_SMALL_APPLIANCES,USED_GOOD,,811572023829,1,6.99,SMALL APPLIANCES | SODASTREAM ACCESSO | SMALL APPLIANCES & FLOOR CARE-01,2.07,4.14
2025,101,LifeStraw Sip Reusable Steel Filter Straw with Carry Case Aurora,,LifeStraw,,MIXED_SMALL_APPLIANCES,NEW,,7640144289409,1,27.49,SMALL APPLIANCES | STRAWS | SMALL APPLIANCES & FLOOR CARE-01,8.13,16.26
2026,102,"Brita 2ct Replacement Water Filters for Brita Tap Faucet Mounts - Chrome: Reduces Odors, Lead & Chlorine (Please be advised that sets may be missing pieces or otherwise incomplete.)",,Brita,,MIXED_SMALL_APPLIANCES,USED_GOOD,,060258363128,1,26.99,SMALL APPLIANCES | FM FILTERS | SMALL APPLIANCES & FLOOR CARE-01,7.98,15.96
2027,103,Dash Deluxe Egg Cooker,,Dash,,MIXED_SMALL_APPLIANCES,USED_GOOD,,810137392820,1,26.49,SMALL APPLIANCES | EGG COOKER | SMALL APPLIANCES & FLOOR CARE-01,7.83,15.66
2028,104,"Culligan CUW4 Replacement Whirlpool (EDR4RXD1/WHR4RXD1/KAD4RXD1) Refrigerator Water Filter 4: Filters Odors, Lead, Chlorine",,Culligan,,MIXED_SMALL_APPLIANCES,USED_GOOD,,850031536036,1,25.49,SMALL APPLIANCES | FRIDGE FILTERS | SMALL APPLIANCES & FLOOR CARE-01,7.54,15.08
2029,105,"bella 2-Slice Slim Toaster Oatmilk: Metal, 900W, Compact Beige Design, 2-Year Warranty, Spot Clean, 14.88"" Width",,bella Housewares,,MIXED_SMALL_APPLIANCES,USED_GOOD,,829486351174,1,24.99,SMALL APPLIANCES | 2 SLICE TOASTER | SMALL APPLIANCES & FLOOR CARE-01,7.39,14.78
2030,106,Culligan with ZeroWater Technology 7 Cup Pitcher,,Culligan with ZeroWater Technology; ZeroWater,,MIXED_SMALL_APPLIANCES,NEW,,810136500332,1,24.99,SMALL APPLIANCES | PT SYSTEMS | SMALL APPLIANCES & FLOOR CARE-01,7.39,14.78
2031,107,IMUSA 5 Cup Rice Cooker White,,IMUSA,,MIXED_SMALL_APPLIANCES,NEW,,094046003125,1,22.99,SMALL APPLIANCES | RICE COOKER | SMALL APPLIANCES & FLOOR CARE-01,6.80,13.60
2032,108,"Brita Premium 26oz Filtering Water Bottle with Filter - Seaglass: Reusable Plastic, 2-Month Filter Life, Portable Hydration",,Brita,,MIXED_SMALL_APPLIANCES,NEW,,060258363777,1,19.99,SMALL APPLIANCES | WATER BOTTLES | SMALL APPLIANCES & FLOOR CARE-01,5.91,11.82
2033,109,Bodum Schiuma Milk Frother - Red,,Bodum,,MIXED_SMALL_APPLIANCES,USED_GOOD,,699965646837,2,9.99,SMALL APPLIANCES | FROTHER | SMALL APPLIANCES & FLOOR CARE-01,2.95,5.90
2034,110,Aroma 1.7L Electric Kettle - Black,,Aroma,,MIXED_SMALL_APPLIANCES,NEW,,021241201100,1,18.99,SMALL APPLIANCES | ELECTRIC KETTLES | SMALL APPLIANCES & FLOOR CARE-01,5.62,11.24
2035,111,Sharper Image Desktop Cordless Vacuum White,,Sharper Image,,MIXED_SMALL_APPLIANCES,NEW,,840397507238,1,15.99,FLOORCARE | HAND VACUUM | SMALL APPLIANCES & FLOOR CARE-01,4.73,9.46
2036,112,"Bodum C-Mill Electric Coffee Grinder: Best Rated for Coffee Beans & Spices, Stainless Steel Blade, 1-Year Warranty",,Bodum,,MIXED_SMALL_APPLIANCES,USED_GOOD,,727015318677,1,14.99,SMALL APPLIANCES | COFFEE GRINDER | SMALL APPLIANCES & FLOOR CARE-01,4.43,8.86
2037,113,"Bodum Kenya 8 Cup 34oz French Press Coffee Maker Pink: Manual Coffee Pot, BPA-Free, Dishwasher-Safe, Reusable Filter",,Bodum,,MIXED_SMALL_APPLIANCES,NEW,,699965617196,1,14.99,SMALL APPLIANCES | COFFEE PRESS | SMALL APPLIANCES & FLOOR CARE-01,4.43,8.86
2038,114,Disney Dash Mini Waffle Maker Moana,,Dash,,MIXED_SMALL_APPLIANCES,NEW,,810137397511,1,12.99,SMALL APPLIANCES | WAFFLE MAKER | SMALL APPLIANCES & FLOOR CARE-01,3.84,7.68
2039,115,"Keurig Water Filter Cartridge Refills 2pk: Charcoal Replacement for Coffee Maker, Easy Filter Change, Clear, 1 Year Warranty (Please be advised that sets may be missing pieces or otherwise incomplete.)",,Keurig,,MIXED_SMALL_APPLIANCES,USED_GOOD,,649645050843,1,8.99,SMALL APPLIANCES | SGL SERVE ACCESSOR | SMALL APPLIANCES & FLOOR CARE-01,2.66,5.32
2040,116,SodaStream Pepsi Wild Cherry Zero Drink Mix,,SodaStream,,MIXED_SMALL_APPLIANCES,NEW,,810055455430,1,7.99,SMALL APPLIANCES | SODASTREAM ACCESSO | SMALL APPLIANCES & FLOOR CARE-01,2.36,4.72
2041,117,"Brita Water Filter 10-Cup Tahoe Water Pitcher Dispenser - White: Easy-Fill Lid, Electronic Indicator",,Brita,,MIXED_SMALL_APPLIANCES,USED_GOOD,,060258506846,1,28.49,SMALL APPLIANCES | PT SYSTEMS | SMALL APPLIANCES & FLOOR CARE-01,8.43,16.86
2042,118,"Chefman 1.8L Rapid-Boil Kettle with Keep Warm and Tea Infuser - Stainless Steel: Electric Water Boiler, 1500W, Silver",,Chefman,,MIXED_SMALL_APPLIANCES,USED_GOOD,,810087844035,1,27.99,SMALL APPLIANCES | ELECTRIC KETTLES | SMALL APPLIANCES & FLOOR CARE-01,8.28,16.56
2043,119,LifeStraw Sip Reusable Steel Filter Straw with Carry Case Laguna Teal,,LifeStraw,,MIXED_SMALL_APPLIANCES,USED_GOOD,,7640144289102,1,27.49,SMALL APPLIANCES | STRAWS | SMALL APPLIANCES & FLOOR CARE-01,8.13,16.26
2044,120,Dash Multi Mini Plate Storage Waffle Maker,,Dash,,MIXED_SMALL_APPLIANCES,NEW,,810137391076,2,12.74,SMALL APPLIANCES | WAFFLE MAKER | SMALL APPLIANCES & FLOOR CARE-01,3.77,7.54
2045,121,"Mr. Coffee 5-Cup Programmable Coffee Maker Black: Drip Coffee Machine, Electric, Dishwasher-Safe, Paper Filter, 25 oz Capacity",,Mr. Coffee,,MIXED_SMALL_APPLIANCES,USED_GOOD,,053891177344,1,24.99,SMALL APPLIANCES | DRIP COFFEE MAKER | SMALL APPLIANCES & FLOOR CARE-01,7.39,14.78
2046,122,"Aroma 1.5qt Stainless Steel Stovetop Kettle Silver: Whistling Tea Kettle with Flip-Up Spout, Small Teapot for Stove",,Aroma,,MIXED_SMALL_APPLIANCES,NEW,,021241400107,2,12.49,SMALL APPLIANCES | NON-ELECTRIC KETTL | SMALL APPLIANCES & FLOOR CARE-01,3.69,7.38
2047,123,Elite Cuisine 2 Cup Electric Citrus Juicer,,Elite Cuisine,,MIXED_SMALL_APPLIANCES,USED_GOOD,,717056138389,1,23.99,SMALL APPLIANCES | JUICER | SMALL APPLIANCES & FLOOR CARE-01,7.09,14.18
2048,124,"Culligan CUW5 Replacement Whirlpool (EDR5RXD1) Refrigerator Water Filter 5: Filters Lead, Mercury, Chlorine, VOCs",,Culligan,,MIXED_SMALL_APPLIANCES,NEW,,850031536043,1,23.99,SMALL APPLIANCES | FRIDGE FILTERS | SMALL APPLIANCES & FLOOR CARE-01,7.09,14.18
2049,125,IMUSA 5 Cup Rice Cooker White,,IMUSA,,MIXED_SMALL_APPLIANCES,USED_GOOD,,094046003125,1,22.99,SMALL APPLIANCES | RICE COOKER | SMALL APPLIANCES & FLOOR CARE-01,6.80,13.60
2050,126,"Bodum 8 Cup 34oz Pour Over Coffee Maker: Permanent Screen Filter, Cool Touch Handle, Dishwasher Safe",,Bodum,,MIXED_SMALL_APPLIANCES,USED_GOOD,,699965336820,1,19.99,SMALL APPLIANCES | COFFEE PRESS | SMALL APPLIANCES & FLOOR CARE-01,5.91,11.82
2051,127,"Gourmia Reusable 3pc Silicone Air Fryer Accessory Set with Basket Liner, Egg Bites Mold & Muffin Pan: Dishwasher-Safe, Hand Wash, Black, 1.49 lbs (Please be advised that sets may be missing pieces or otherwise incomplete.)",,Gourmia,,MIXED_SMALL_APPLIANCES,NEW,,810002866302,1,19.99,SMALL APPLIANCES | UTILITY APPLIANCES | SMALL APPLIANCES & FLOOR CARE-01,5.91,11.82
2052,128,"BISSELL 2X Deep Clean + Refresh 60oz. Upright Carpet Cleaner Formula - 1052: Non-Toxic, EPA Certified, Odor Eliminator",,BISSELL,,MIXED_SMALL_APPLIANCES,USED_GOOD,,011120167771,1,18.99,FLOORCARE | CLEANER/SHAMPOO | SMALL APPLIANCES & FLOOR CARE-01,5.62,11.24
2053,129,"PUR 7 Cup Water Pitcher Filtration System Blush PPT700P: BPA-Free, Dishwasher-Safe, Filters Pesticides & Chlorine",,PUR Filtration,,MIXED_SMALL_APPLIANCES,USED_GOOD,,328785005912,1,16.69,SMALL APPLIANCES | PT SYSTEMS | SMALL APPLIANCES & FLOOR CARE-01,4.94,9.88
2054,130,"IMUSA 34oz Electric Citrus Juicer, 25 Watts - White: Lemon Juice Maker, Plastic, 90-Day Warranty, 2.3 lbs, No Speeds",,IMUSA,,MIXED_SMALL_APPLIANCES,NEW,,094046803404,1,14.99,SMALL APPLIANCES | JUICER | SMALL APPLIANCES & FLOOR CARE-01,4.43,8.86
2055,131,"Bodum C-Mill Electric Coffee Grinder: Best Rated for Coffee Beans & Spices, Stainless Steel Blade, 1-Year Warranty",,Bodum,,MIXED_SMALL_APPLIANCES,NEW,,727015318677,1,14.99,SMALL APPLIANCES | COFFEE GRINDER | SMALL APPLIANCES & FLOOR CARE-01,4.43,8.86
2056,132,Dash x Sweethearts XOXO Mini Waffle Maker,,Dash,,MIXED_SMALL_APPLIANCES,NEW,,810137393575,1,14.99,SMALL APPLIANCES | WAFFLE MAKER | SMALL APPLIANCES & FLOOR CARE-01,4.43,8.86
2057,133,Dash x Sweethearts Mini Waffle Maker Purple I luv u,,Dash,,MIXED_SMALL_APPLIANCES,NEW,,810137396378,1,12.99,SMALL APPLIANCES | WAFFLE MAKER | SMALL APPLIANCES & FLOOR CARE-01,3.84,7.68
2058,134,"BISSELL Professional Spot & Stain + Oxy Formula - Portable Cleaners- 2038: Carpet & Upholstery Cleaner Solution, 32 oz",,BISSELL,,MIXED_SMALL_APPLIANCES,USED_GOOD,,011120015065,1,11.99,FLOORCARE | CLEANER/SHAMPOO | SMALL APPLIANCES & FLOOR CARE-01,3.55,7.10
2059,135,"SodaStream Mountain Dew Zero Drink Mix - 14.9 fl oz: Citrus Liquid Concentrate, Kosher, Soda Streamer Flavor",,SodaStream,,MIXED_SMALL_APPLIANCES,USED_GOOD,,810055455133,1,6.49,SMALL APPLIANCES | SODASTREAM ACCESSO | SMALL APPLIANCES & FLOOR CARE-01,1.92,3.84
